business_id	business_name	business_address	inspection_date	inspection_score	violation_description	risk_category	Current Supervisor Districts
67446	Soma Chicken and Salad	101 Spear St #A24	2019-02-11	65	Moderate risk food holding temperature	Moderate Risk	10
82041	Hotel Vitale	8 Mission St	2019-02-11	79	Moderate risk food holding temperature	Moderate Risk	NA
91300	Zzan	643 Post St	2019-02-11	65	Improper cooling methods	High Risk	NA
83636	Sam's Chowder Mobile #4	Off The Grid	2019-02-11	98	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	NA
92983	La Loma Produce #8	2840 Mission St.	2019-02-11	72	Improper storage use or identification of toxic substances	Low Risk	NA
67446	Soma Chicken and Salad	101 Spear St #A24	2019-02-11	65	Insufficient hot water or running water	Moderate Risk	10
91300	Zzan	643 Post St	2019-02-11	65	Improper food storage	Low Risk	NA
86261	Taqueria Dos Charros	55 Cambon Dr	2019-02-11	67	High risk food holding temperature	High Risk	NA
77550	Mangiare	301 A Executive Park Blvd	2019-02-11	81	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
67446	Soma Chicken and Salad	101 Spear St #A24	2019-02-11	65	Unclean or unsanitary food contact surfaces	High Risk	10
82041	Hotel Vitale	8 Mission St	2019-02-11	79	Unclean hands or improper use of gloves	High Risk	NA
92983	La Loma Produce #8	2840 Mission St.	2019-02-11	72	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
77550	Mangiare	301 A Executive Park Blvd	2019-02-11	81	Improper or defective plumbing	Low Risk	NA
91300	Zzan	643 Post St	2019-02-11	65	Unclean or degraded floors walls or ceilings	Low Risk	NA
91457	Tin Vietnamese Cuisine	937 Howard St	2019-02-11	88	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
86261	Taqueria Dos Charros	55 Cambon Dr	2019-02-11	67	Unclean or unsanitary food contact surfaces	High Risk	NA
82041	Hotel Vitale	8 Mission St	2019-02-11	79	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
67446	Soma Chicken and Salad	101 Spear St #A24	2019-02-11	65	Improper food storage	Low Risk	10
91457	Tin Vietnamese Cuisine	937 Howard St	2019-02-11	88	Low risk vermin infestation	Low Risk	NA
91300	Zzan	643 Post St	2019-02-11	65	Unclean or unsanitary food contact surfaces	High Risk	NA
93243	Taqueria Gonzalez	2531 San Bruno Ave.	2019-02-11	87	Moderate risk food holding temperature	Moderate Risk	NA
91160	Les Gourmands Bakery	900 Folsom St Unit A	2019-02-11	90	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
91160	Les Gourmands Bakery	900 Folsom St Unit A	2019-02-11	90	Improper or defective plumbing	Low Risk	NA
86261	Taqueria Dos Charros	55 Cambon Dr	2019-02-11	67	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
67446	Soma Chicken and Salad	101 Spear St #A24	2019-02-11	65	Unclean hands or improper use of gloves	High Risk	10
93243	Taqueria Gonzalez	2531 San Bruno Ave.	2019-02-11	87	Improper cooling methods	High Risk	NA
82041	Hotel Vitale	8 Mission St	2019-02-11	79	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
92983	La Loma Produce #8	2840 Mission St.	2019-02-11	72	Inadequate dressing rooms or improper storage of personal items	Low Risk	NA
5970	Heritage, The	3400 LAGUNA St	2019-02-11	100	NA	NA	6
99269	ONE BOILING POT	1155 TARAVAL ST	2019-02-11	91	Unapproved or unmaintained equipment or utensils	Low Risk	NA
99269	ONE BOILING POT	1155 TARAVAL ST	2019-02-11	91	Improper cooling methods	High Risk	NA
4777	SOUTH BEACH CAFE	800 EMBARCADERO St	2019-02-12	92	Low risk vermin infestation	Low Risk	10
19002	Subway #4066	5650 Geary Blvd	2019-02-12	91	Permit license or inspection report not posted	Low Risk	4
33920	Lalita Thai Restaurant & Bar	96 McAllister St	2019-02-12	96	Foods not protected from contamination	Moderate Risk	10
2933	Castagnola's Restaurant	286 Jefferson St	2019-02-12	90	Unapproved or unmaintained equipment or utensils	Low Risk	3
63653	SFDH - Scala's Bistro Restaurant	450 Powell St 1st Floor	2019-02-12	70	Inadequate and inaccessible handwashing facilities	Moderate Risk	3
63651	SFDH - Employee Cafeteria	450 Powell St Basement	2019-02-12	88	Moderate risk vermin infestation	Moderate Risk	3
19002	Subway #4066	5650 Geary Blvd	2019-02-12	91	Unclean or unsanitary food contact surfaces	High Risk	4
63652	SFDH - Banquet Main Kitchen	450 Powell St 2nd Floor	2019-02-12	90	Unclean nonfood contact surfaces	Low Risk	3
2933	Castagnola's Restaurant	286 Jefferson St	2019-02-12	90	Food safety certificate or food handler card not available	Low Risk	3
64513	Gold Coast Grill & Catering	1650 HOLLOWAY Ave	2019-02-12	94	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	8
63653	SFDH - Scala's Bistro Restaurant	450 Powell St 1st Floor	2019-02-12	70	Unapproved or unmaintained equipment or utensils	Low Risk	3
63652	SFDH - Banquet Main Kitchen	450 Powell St 2nd Floor	2019-02-12	90	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	3
63653	SFDH - Scala's Bistro Restaurant	450 Powell St 1st Floor	2019-02-12	70	Unclean or unsanitary food contact surfaces	High Risk	3
63651	SFDH - Employee Cafeteria	450 Powell St Basement	2019-02-12	88	Insufficient hot water or running water	Moderate Risk	3
63646	SFDH - Harry Denton's Starlight Room	450 Powell St 21st Floor	2019-02-12	91	Unclean or unsanitary food contact surfaces	High Risk	3
64513	Gold Coast Grill & Catering	1650 HOLLOWAY Ave	2019-02-12	94	Moderate risk food holding temperature	Moderate Risk	8
63652	SFDH - Banquet Main Kitchen	450 Powell St 2nd Floor	2019-02-12	90	Unclean or degraded floors walls or ceilings	Low Risk	3
2933	Castagnola's Restaurant	286 Jefferson St	2019-02-12	90	Improper storage of equipment utensils or linens	Low Risk	3
63654	SFDH - Scala's Bistro Bakery	450 Powell St 1st Floor	2019-02-12	96	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	3
63653	SFDH - Scala's Bistro Restaurant	450 Powell St 1st Floor	2019-02-12	70	Noncompliance with HAACP plan or variance	Moderate Risk	3
63653	SFDH - Scala's Bistro Restaurant	450 Powell St 1st Floor	2019-02-12	70	Food safety certificate or food handler card not available	Low Risk	3
63653	SFDH - Scala's Bistro Restaurant	450 Powell St 1st Floor	2019-02-12	70	Improper cooling methods	High Risk	3
63651	SFDH - Employee Cafeteria	450 Powell St Basement	2019-02-12	88	Unclean or degraded floors walls or ceilings	Low Risk	3
63646	SFDH - Harry Denton's Starlight Room	450 Powell St 21st Floor	2019-02-12	91	Improper or defective plumbing	Low Risk	3
63652	SFDH - Banquet Main Kitchen	450 Powell St 2nd Floor	2019-02-12	90	Food safety certificate or food handler card not available	Low Risk	3
4777	SOUTH BEACH CAFE	800 EMBARCADERO St	2019-02-12	92	No thermometers or uncalibrated thermometers	Low Risk	10
4777	SOUTH BEACH CAFE	800 EMBARCADERO St	2019-02-12	92	Moderate risk food holding temperature	Moderate Risk	10
2933	Castagnola's Restaurant	286 Jefferson St	2019-02-12	90	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	3
63653	SFDH - Scala's Bistro Restaurant	450 Powell St 1st Floor	2019-02-12	70	Moderate risk food holding temperature	Moderate Risk	3
63651	SFDH - Employee Cafeteria	450 Powell St Basement	2019-02-12	88	Improper storage of equipment utensils or linens	Low Risk	3
69705	Daniel's Cafe	154 Ellis St	2019-02-12	92	Improper storage of equipment utensils or linens	Low Risk	NA
69750	Mango's Taqueria & Cantina	Pier 39  P-214-A2,3,4	2019-02-12	72	Unclean or degraded floors walls or ceilings	Low Risk	NA
68431	Bon Appetit @ Adobe	601 TOWNSEND STREET	2019-02-12	88	Inadequate and inaccessible handwashing facilities	Moderate Risk	9
79053	Oyaji Restaurant	3123 Clement St	2019-02-12	81	Unclean or unsanitary food contact surfaces	High Risk	NA
79053	Oyaji Restaurant	3123 Clement St	2019-02-12	81	Improper food storage	Low Risk	NA
68131	Radio Africa & Kitchen	4800 03rd St	2019-02-12	88	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	9
69750	Mango's Taqueria & Cantina	Pier 39  P-214-A2,3,4	2019-02-12	72	Permit license or inspection report not posted	Low Risk	NA
91015	Home Cafe	2018 Clement St.	2019-02-12	93	Unclean or unsanitary food contact surfaces	High Risk	NA
74116	La Fisheria	428 11th St	2019-02-12	91	High risk food holding temperature	High Risk	NA
69750	Mango's Taqueria & Cantina	Pier 39  P-214-A2,3,4	2019-02-12	72	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
69705	Daniel's Cafe	154 Ellis St	2019-02-12	92	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	NA
81522	Pinecrest Diner	401 Geary St	2019-02-12	87	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
81187	Casa Mayah Restaurant	294 Turk St	2019-02-12	85	Unapproved or unmaintained equipment or utensils	Low Risk	NA
79053	Oyaji Restaurant	3123 Clement St	2019-02-12	81	Unclean nonfood contact surfaces	Low Risk	NA
68431	Bon Appetit @ Adobe	601 TOWNSEND STREET	2019-02-12	88	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	9
81187	Casa Mayah Restaurant	294 Turk St	2019-02-12	85	Foods not protected from contamination	Moderate Risk	NA
68131	Radio Africa & Kitchen	4800 03rd St	2019-02-12	88	Low risk vermin infestation	Low Risk	9
69750	Mango's Taqueria & Cantina	Pier 39  P-214-A2,3,4	2019-02-12	72	Unapproved or unmaintained equipment or utensils	Low Risk	NA
74116	La Fisheria	428 11th St	2019-02-12	91	Unclean or degraded floors walls or ceilings	Low Risk	NA
69750	Mango's Taqueria & Cantina	Pier 39  P-214-A2,3,4	2019-02-12	72	Moderate risk vermin infestation	Moderate Risk	NA
68431	Bon Appetit @ Adobe	601 TOWNSEND STREET	2019-02-12	88	Unapproved or unmaintained equipment or utensils	Low Risk	9
68131	Radio Africa & Kitchen	4800 03rd St	2019-02-12	88	Unapproved or unmaintained equipment or utensils	Low Risk	9
81522	Pinecrest Diner	401 Geary St	2019-02-12	87	Unclean or degraded floors walls or ceilings	Low Risk	NA
69750	Mango's Taqueria & Cantina	Pier 39  P-214-A2,3,4	2019-02-12	72	Improper storage of equipment utensils or linens	Low Risk	NA
81187	Casa Mayah Restaurant	294 Turk St	2019-02-12	85	Unclean or degraded floors walls or ceilings	Low Risk	NA
69750	Mango's Taqueria & Cantina	Pier 39  P-214-A2,3,4	2019-02-12	72	Improper food storage	Low Risk	NA
79053	Oyaji Restaurant	3123 Clement St	2019-02-12	81	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
81522	Pinecrest Diner	401 Geary St	2019-02-12	87	High risk food holding temperature	High Risk	NA
69750	Mango's Taqueria & Cantina	Pier 39  P-214-A2,3,4	2019-02-12	72	Food safety certificate or food handler card not available	Low Risk	NA
68431	Bon Appetit @ Adobe	601 TOWNSEND STREET	2019-02-12	88	Inadequate warewashing facilities or equipment	Low Risk	9
81187	Casa Mayah Restaurant	294 Turk St	2019-02-12	85	Unclean or unsanitary food contact surfaces	High Risk	NA
68131	Radio Africa & Kitchen	4800 03rd St	2019-02-12	88	Insufficient hot water or running water	Moderate Risk	9
69750	Mango's Taqueria & Cantina	Pier 39  P-214-A2,3,4	2019-02-12	72	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
69750	Mango's Taqueria & Cantina	Pier 39  P-214-A2,3,4	2019-02-12	72	Foods not protected from contamination	Moderate Risk	NA
79053	Oyaji Restaurant	3123 Clement St	2019-02-12	81	Improper thawing methods	Moderate Risk	NA
69705	Daniel's Cafe	154 Ellis St	2019-02-12	92	Moderate risk food holding temperature	Moderate Risk	NA
5289	San Francisco Crepe Co, Inc	350 11th St	2019-02-12	100	NA	NA	10
14285	Lee's Deli	75 Battery St	2019-02-13	83	Improper or defective plumbing	Low Risk	3
37656	Jack In the Box #558	4649 GEARY Blvd	2019-02-13	94	Unclean nonfood contact surfaces	Low Risk	4
9273	Taqueria Mana	439 Stockton St	2019-02-13	85	Unclean or degraded floors walls or ceilings	Low Risk	3
33916	Extreme Pizza	1062 Folsom St	2019-02-13	88	Insufficient hot water or running water	Moderate Risk	10
1813	Cesario	601 Sutter St	2019-02-13	78	Inadequate and inaccessible handwashing facilities	Moderate Risk	3
62896	Spice Kit	405 Howard St Suite 130	2019-02-13	81	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	10
14285	Lee's Deli	75 Battery St	2019-02-13	83	High risk food holding temperature	High Risk	3
33916	Extreme Pizza	1062 Folsom St	2019-02-13	88	Moderate risk food holding temperature	Moderate Risk	10
1813	Cesario	601 Sutter St	2019-02-13	78	Improper reheating of food	High Risk	3
62896	Spice Kit	405 Howard St Suite 130	2019-02-13	81	Improper food storage	Low Risk	10
14285	Lee's Deli	75 Battery St	2019-02-13	83	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	3
62896	Spice Kit	405 Howard St Suite 130	2019-02-13	81	Unapproved or unmaintained equipment or utensils	Low Risk	10
551	Gordo Taqueria #1	2252 Clement St	2019-02-13	89	Improper cooling methods	High Risk	4
37656	Jack In the Box #558	4649 GEARY Blvd	2019-02-13	94	Inadequate or unsanitary refuse containers or area or no garbage service	Low Risk	4
9273	Taqueria Mana	439 Stockton St	2019-02-13	85	Improper cooling methods	High Risk	3
917	Town & Country Club	218 Stockton St	2019-02-13	92	Noncompliance with HAACP plan or variance	Moderate Risk	3
62896	Spice Kit	405 Howard St Suite 130	2019-02-13	81	Low risk vermin infestation	Low Risk	10
551	Gordo Taqueria #1	2252 Clement St	2019-02-13	89	Permit license or inspection report not posted	Low Risk	4
9273	Taqueria Mana	439 Stockton St	2019-02-13	85	Moderate risk vermin infestation	Moderate Risk	3
9273	Taqueria Mana	439 Stockton St	2019-02-13	85	Improper storage of equipment utensils or linens	Low Risk	3
1813	Cesario	601 Sutter St	2019-02-13	78	Moderate risk food holding temperature	Moderate Risk	3
62896	Spice Kit	405 Howard St Suite 130	2019-02-13	81	High risk food holding temperature	High Risk	10
917	Town & Country Club	218 Stockton St	2019-02-13	92	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	3
14285	Lee's Deli	75 Battery St	2019-02-13	83	Improper food storage	Low Risk	3
14285	Lee's Deli	75 Battery St	2019-02-13	83	Unclean nonfood contact surfaces	Low Risk	3
37656	Jack In the Box #558	4649 GEARY Blvd	2019-02-13	94	Unclean or degraded floors walls or ceilings	Low Risk	4
551	Gordo Taqueria #1	2252 Clement St	2019-02-13	89	Improper or defective plumbing	Low Risk	4
1813	Cesario	601 Sutter St	2019-02-13	78	Contaminated or adulterated food	High Risk	3
33916	Extreme Pizza	1062 Folsom St	2019-02-13	88	Inadequate and inaccessible handwashing facilities	Moderate Risk	10
62896	Spice Kit	405 Howard St Suite 130	2019-02-13	81	Unclean or degraded floors walls or ceilings	Low Risk	10
66637	Godzila Sushi	1800 DIVISADERO St	2019-02-13	94	Improper food storage	Low Risk	6
83148	My Tofu House	4627 Geary Blvd	2019-02-13	81	Inadequate ventilation or lighting	Low Risk	NA
83148	My Tofu House	4627 Geary Blvd	2019-02-13	81	Foods not protected from contamination	Moderate Risk	NA
68152	State Bird Provisions	1529 FILLMORE St	2019-02-13	96	Improper food storage	Low Risk	11
83148	My Tofu House	4627 Geary Blvd	2019-02-13	81	Insufficient hot water or running water	Moderate Risk	NA
89847	Mission Asia Noodle	5249 Mission St.	2019-02-13	87	High risk food holding temperature	High Risk	NA
75259	The Battery - Prep Kitchen	717 Battery St Basement	2019-02-13	91	Improper food storage	Low Risk	NA
66925	Deli Board	1058 Folsom St	2019-02-13	90	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	10
66637	Godzila Sushi	1800 DIVISADERO St	2019-02-13	94	Moderate risk vermin infestation	Moderate Risk	6
83148	My Tofu House	4627 Geary Blvd	2019-02-13	81	Unclean hands or improper use of gloves	High Risk	NA
66925	Deli Board	1058 Folsom St	2019-02-13	90	Inadequate and inaccessible handwashing facilities	Moderate Risk	10
75259	The Battery - Prep Kitchen	717 Battery St Basement	2019-02-13	91	Improper cooling methods	High Risk	NA
89847	Mission Asia Noodle	5249 Mission St.	2019-02-13	87	Improper food storage	Low Risk	NA
66925	Deli Board	1058 Folsom St	2019-02-13	90	Improper or defective plumbing	Low Risk	10
89847	Mission Asia Noodle	5249 Mission St.	2019-02-13	87	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
83148	My Tofu House	4627 Geary Blvd	2019-02-13	81	Other low risk violation	Low Risk	NA
75258	The Battery - Main Kitchen	717 Battery St 1st Floor	2019-02-13	96	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
68152	State Bird Provisions	1529 FILLMORE St	2019-02-13	96	Unapproved or unmaintained equipment or utensils	Low Risk	11
99059	CAFE ST JORGE	3438 MISSION ST	2019-02-13	94	Moderate risk food holding temperature	Moderate Risk	NA
99059	CAFE ST JORGE	3438 MISSION ST	2019-02-13	94	Improper food labeling or menu misrepresentation	Low Risk	NA
39295	Warfield Theatre/F & B Associates	982 Market St	2019-02-13	94	NA	NA	10
3121	Le Central Bistro Corp	453 Bush St	2019-02-14	80	Improper cooling methods	High Risk	3
3286	Super Burrito	1200 Polk St	2019-02-14	81	Improper cooling methods	High Risk	3
34418	SPQR	1911 FILLMORE St	2019-02-14	92	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	11
3267	The Olive Garden Italian	3251 20th Ave	2019-02-14	92	Foods not protected from contamination	Moderate Risk	8
57698	China Fun Express	211 Kearny St	2019-02-14	87	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	3
3121	Le Central Bistro Corp	453 Bush St	2019-02-14	80	High risk food holding temperature	High Risk	3
57698	China Fun Express	211 Kearny St	2019-02-14	87	High risk vermin infestation	High Risk	3
3286	Super Burrito	1200 Polk St	2019-02-14	81	Food safety certificate or food handler card not available	Low Risk	3
3286	Super Burrito	1200 Polk St	2019-02-14	81	Inadequate sewage or wastewater disposal	Moderate Risk	3
3267	The Olive Garden Italian	3251 20th Ave	2019-02-14	92	Inadequate and inaccessible handwashing facilities	Moderate Risk	8
34418	SPQR	1911 FILLMORE St	2019-02-14	92	Other moderate risk violation	Moderate Risk	11
5955	SF CHRISTIAN DAY SCHOOL	25 WHITTIER St	2019-02-14	96	Improper food storage	Low Risk	1
57698	China Fun Express	211 Kearny St	2019-02-14	87	Unclean or degraded floors walls or ceilings	Low Risk	3
3121	Le Central Bistro Corp	453 Bush St	2019-02-14	80	Low risk vermin infestation	Low Risk	3
3286	Super Burrito	1200 Polk St	2019-02-14	81	Inadequate ventilation or lighting	Low Risk	3
5955	SF CHRISTIAN DAY SCHOOL	25 WHITTIER St	2019-02-14	96	Permit license or inspection report not posted	Low Risk	1
4519	HSS 121 CAFE	1600 HOLLOWAY Ave	2019-02-14	96	Insufficient hot water or running water	Moderate Risk	8
3121	Le Central Bistro Corp	453 Bush St	2019-02-14	80	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	3
34418	SPQR	1911 FILLMORE St	2019-02-14	92	Improper food storage	Low Risk	11
3286	Super Burrito	1200 Polk St	2019-02-14	81	Moderate risk vermin infestation	Moderate Risk	3
80137	Los Trinos Restaurant	5672 Mission St	2019-02-14	75	High risk food holding temperature	High Risk	NA
92225	Native Co.	163 02nd St	2019-02-14	90	Moderate risk food holding temperature	Moderate Risk	NA
92225	Native Co.	163 02nd St	2019-02-14	90	Unclean or degraded floors walls or ceilings	Low Risk	NA
80137	Los Trinos Restaurant	5672 Mission St	2019-02-14	75	Sewage or wastewater contamination	High Risk	NA
90837	Beanstalk - Inner Richmond	4555 California St	2019-02-14	96	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	NA
80893	The Progress	1525 Fillmore St	2019-02-14	90	Moderate risk food holding temperature	Moderate Risk	NA
80137	Los Trinos Restaurant	5672 Mission St	2019-02-14	75	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk	NA
80893	The Progress	1525 Fillmore St	2019-02-14	90	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
90837	Beanstalk - Inner Richmond	4555 California St	2019-02-14	96	Unapproved or unmaintained equipment or utensils	Low Risk	NA
80137	Los Trinos Restaurant	5672 Mission St	2019-02-14	75	High risk vermin infestation	High Risk	NA
80893	The Progress	1525 Fillmore St	2019-02-14	90	Improper food storage	Low Risk	NA
92225	Native Co.	163 02nd St	2019-02-14	90	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
97356	ASHLEY'S CAFE	4454 CALIFORNIA St	2019-02-14	88	Moderate risk food holding temperature	Moderate Risk	NA
5868	LONGFELLOW ELEMENTARY SCHOOL	755 MORSE St	2019-02-14	100	NA	NA	1
97356	ASHLEY'S CAFE	4454 CALIFORNIA St	2019-02-14	88	Improper storage of equipment utensils or linens	Low Risk	NA
97356	ASHLEY'S CAFE	4454 CALIFORNIA St	2019-02-14	88	Unapproved or unmaintained equipment or utensils	Low Risk	NA
97356	ASHLEY'S CAFE	4454 CALIFORNIA St	2019-02-14	88	Moderate risk vermin infestation	Moderate Risk	NA
5860	June Jordan	325 La Grande Ave	2019-02-14	100	NA	NA	1
786	Piperade	1015 Battery St	2019-02-15	96	Improper or defective plumbing	Low Risk	3
61514	Foods Co #357	1800 FOLSOM St	2019-02-15	88	Unclean or degraded floors walls or ceilings	Low Risk	2
5847	John Muir Elementary School	380 Webster St	2019-02-15	94	Unclean or degraded floors walls or ceilings	Low Risk	11
949	BUFFALO BURGERS RESTAURANT	5317-19 Geary Blvd	2019-02-15	87	Unclean or unsanitary food contact surfaces	High Risk	4
61598	Brothers Pizza	3627 TARAVAL St	2019-02-15	83	Improper thawing methods	Moderate Risk	7
33315	Cafe 101	1650 Holloway St 134	2019-02-15	96	Inadequate and inaccessible handwashing facilities	Moderate Risk	8
5281	Eva's Catering	Pier 45	2019-02-15	79	Unclean or unsanitary food contact surfaces	High Risk	NA
786	Piperade	1015 Battery St	2019-02-15	96	Low risk vermin infestation	Low Risk	3
1850	Battery Street Coffee Roastery	950 Battery St	2019-02-15	84	Foods not protected from contamination	Moderate Risk	3
61514	Foods Co #357	1800 FOLSOM St	2019-02-15	88	Inadequate sewage or wastewater disposal	Moderate Risk	2
5825	GUADALUPE ELEMENTARY SCHOOL	859 PRAGUE St	2019-02-15	98	Inadequate warewashing facilities or equipment	Low Risk	1
1850	Battery Street Coffee Roastery	950 Battery St	2019-02-15	84	Unapproved or unmaintained equipment or utensils	Low Risk	3
1850	Battery Street Coffee Roastery	950 Battery St	2019-02-15	84	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	3
59949	Aicha	1303 Polk St	2019-02-15	91	Food safety certificate or food handler card not available	Low Risk	3
61598	Brothers Pizza	3627 TARAVAL St	2019-02-15	83	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	7
5281	Eva's Catering	Pier 45	2019-02-15	79	No hot water or running water	High Risk	NA
5847	John Muir Elementary School	380 Webster St	2019-02-15	94	Unapproved or unmaintained equipment or utensils	Low Risk	11
1850	Battery Street Coffee Roastery	950 Battery St	2019-02-15	84	Permit license or inspection report not posted	Low Risk	3
61514	Foods Co #357	1800 FOLSOM St	2019-02-15	88	Inadequate and inaccessible handwashing facilities	Moderate Risk	2
59949	Aicha	1303 Polk St	2019-02-15	91	Improper cooling methods	High Risk	3
61598	Brothers Pizza	3627 TARAVAL St	2019-02-15	83	High risk vermin infestation	High Risk	7
1850	Battery Street Coffee Roastery	950 Battery St	2019-02-15	84	Improper storage use or identification of toxic substances	Low Risk	3
61514	Foods Co #357	1800 FOLSOM St	2019-02-15	88	Low risk vermin infestation	Low Risk	2
949	BUFFALO BURGERS RESTAURANT	5317-19 Geary Blvd	2019-02-15	87	Moderate risk food holding temperature	Moderate Risk	4
1850	Battery Street Coffee Roastery	950 Battery St	2019-02-15	84	Low risk vermin infestation	Low Risk	3
5847	John Muir Elementary School	380 Webster St	2019-02-15	94	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	11
5810	DENMAN MIDDLE SCHOOL	241 ONEIDA St	2019-02-15	91	Unapproved or unmaintained equipment or utensils	Low Risk	1
61598	Brothers Pizza	3627 TARAVAL St	2019-02-15	83	Unclean or degraded floors walls or ceilings	Low Risk	7
5281	Eva's Catering	Pier 45	2019-02-15	79	High risk food holding temperature	High Risk	NA
5852	CARVER ELEMENTARY SCHOOL	1360 OAKDALE Ave	2019-02-15	96	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	9
5810	DENMAN MIDDLE SCHOOL	241 ONEIDA St	2019-02-15	91	High risk vermin infestation	High Risk	1
389	CAFE ELENA	1 MARKET St	2019-02-15	98	Improper food storage	Low Risk	10
949	BUFFALO BURGERS RESTAURANT	5317-19 Geary Blvd	2019-02-15	87	Unapproved or unmaintained equipment or utensils	Low Risk	4
79729	Burger King #4474	1200 Market St	2019-02-15	86	Unclean or degraded floors walls or ceilings	Low Risk	NA
79729	Burger King #4474	1200 Market St	2019-02-15	86	No thermometers or uncalibrated thermometers	Low Risk	NA
93484	Cardona's Food Truck	1888 Mission St	2019-02-15	89	Improper cooling methods	High Risk	NA
68615	Osha Express	1 Market St #21B	2019-02-15	70	Inadequate and inaccessible handwashing facilities	Moderate Risk	10
69590	Hotel Adagio	550 Geary St	2019-02-15	89	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
93951	KIPP San Francisco College Preparatory	1195 Hudson Ave	2019-02-15	89	Unclean hands or improper use of gloves	High Risk	NA
93484	Cardona's Food Truck	1888 Mission St	2019-02-15	89	Insufficient hot water or running water	Moderate Risk	NA
74065	Tacos El Flaco	2901 03rd St	2019-02-15	94	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	NA
68615	Osha Express	1 Market St #21B	2019-02-15	70	No hot water or running water	High Risk	10
68615	Osha Express	1 Market St #21B	2019-02-15	70	Unclean or degraded floors walls or ceilings	Low Risk	10
65283	Subway	147 Mason St	2019-02-15	90	Improper storage of equipment utensils or linens	Low Risk	10
79729	Burger King #4474	1200 Market St	2019-02-15	86	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
69590	Hotel Adagio	550 Geary St	2019-02-15	89	High risk vermin infestation	High Risk	NA
65283	Subway	147 Mason St	2019-02-15	90	Moderate risk food holding temperature	Moderate Risk	10
68615	Osha Express	1 Market St #21B	2019-02-15	70	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	10
74955	Darioush Inc.	3065 Jackson St	2019-02-15	94	Unapproved or unmaintained equipment or utensils	Low Risk	NA
85221	New Upper Terrace Market	4499 17th St	2019-02-15	98	Unclean or degraded floors walls or ceilings	Low Risk	NA
71422	Golden Catering	835 Jamestown Ave	2019-02-15	90	Other moderate risk violation	Moderate Risk	NA
93951	KIPP San Francisco College Preparatory	1195 Hudson Ave	2019-02-15	89	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
71422	Golden Catering	835 Jamestown Ave	2019-02-15	90	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	NA
74065	Tacos El Flaco	2901 03rd St	2019-02-15	94	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk	NA
68615	Osha Express	1 Market St #21B	2019-02-15	70	Improper cooling methods	High Risk	10
79729	Burger King #4474	1200 Market St	2019-02-15	86	Inadequate and inaccessible handwashing facilities	Moderate Risk	NA
68615	Osha Express	1 Market St #21B	2019-02-15	70	Improper food storage	Low Risk	10
65283	Subway	147 Mason St	2019-02-15	90	Inadequate and inaccessible handwashing facilities	Moderate Risk	10
74955	Darioush Inc.	3065 Jackson St	2019-02-15	94	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk	NA
