UniqueID	Location Id	Business Account Number	Ownership Name	DBA Name	Street Address	City	State	Source Zipcode	Business Start Date	Business End Date	Location Start Date	Location End Date	Administratively Closed	Mail Address	Mail City	Mail Zipcode	Mail State	NAICS Code	NAICS Code Description	NAICS Code Descriptions List	Parking Tax	Transient Occupancy Tax	LIC Code	LIC Code Description	LIC Code Descriptions List	Supervisor District	Neighborhoods - Analysis Boundaries	Business Corridor	Business Location	data_as_of	data_loaded_at
1219951-04-191-1101258	1219951-04-191	1101258	Carol Huy	Kreativeats	501 38th Ave Apt 303	San Francisco	CA	94121	04/27/2019	06/30/2023	04/27/2019	06/30/2023	***Administratively Closed					7220-7229	Food Services	Food Services	false	false				1	Outer Richmond		POINT (-122.4988695 37.779138)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1120985-09-161-1058218	1120985-09-161	1058218	Russian Deli Eliseevski Inc.	Eliseevski	1524 18 Th Ave.	San Francisco	CA	94122	09/09/2016	03/01/2017	09/09/2016	03/01/2017						7220-7229	Food Services	Food Services	false	false				7	Inner Sunset		POINT (-122.4754425 37.759329)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1225481-06-191-1103313	1225481-06-191	1103313	Lawrence Yeung	Ohana Poke And Salad Bar	378 Stratford Dr	San Francisco	CA	94132	06/19/2019	12/31/2023	06/19/2019	06/19/2019						7220-7229	Food Services	Food Services	false	false				7	West of Twin Peaks		POINT (-122.4731115 37.718739)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1132278-01-171-1063488	1132278-01-171	1063488	Bite Room LLC	Bite Room	728 Post St	San Francisco	CA	94109	01/01/2017	06/30/2017	01/01/2017	06/30/2017						7220-7229	Food Services	Food Services	false	false				3	Nob Hill		POINT (-122.4139095 37.787787)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1203203-10-181-1093953	1203203-10-181	1093953	Roberto Campos	Roberto Campos	1770 Pine St 501	San Francisco	CA	94109	01/02/2017		01/02/2017			1770 Pine St 501 Apt	San Francisco	94109	CA	7220-7229	Food Services	Food Services	false	false				2	Western Addition		POINT (-122.424984 37.789344)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1205510-11-181-1093675	1205510-11-181	1093675	Tadam! LLC	Tadam! LLC	2929 19th St	San Francisco	CA	94110	10/10/2018		11/07/2018	01/18/2019		1215 York St A Apt	San Francisco	94110	CA	7220-7229	Food Services	Food Services	false	false				9	Mission		POINT (-122.411376 37.76013)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1237413-10-191-1108100	1237413-10-191	1108100	Udupi Sf Inc	Udupi Palace	1007  Valencia St	San Francisco	CA	94110	10/29/2019		10/29/2019			1007 1/2 Valencia St	San Francisco	94110	CA	7220-7229	Food Services	Food Services	false	false	H25	RESTAURANT 1,000 - 2,000 SQFT	RESTAURANT 1,000 - 2,000 SQFT	9	Mission		POINT (-122.4208125 37.756683)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1202576-10-181-1093684	1202576-10-181	1093684	Formica Table LLC	Formica Table LLC	115 Sansome Ste 200	San Francisco	CA	94104	10/09/2018		10/09/2018			0000 Undeliverable Mail	San Francisco	99999	CA	7220-7229	Food Services	Food Services	false	false	H25	RESTAURANT 1,000 - 2,000 SQFT	RESTAURANT 1,000 - 2,000 SQFT	3	Financial District/South Beach		POINT (-122.400829523 37.791372898)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1157767-08-171-1074614	1157767-08-171	1074614	Son Nguyen	Ha Nam Ninh Resturant	701 Larkin St	San Francisco	CA	94109	08/10/2017	03/23/2021	08/10/2017	03/23/2021						7220-7229	Food Services	Food Services	false	false				5	Tenderloin	Larkin Street	POINT (-122.4178875 37.784349)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1217576-04-191-1100243	1217576-04-191	1100243	Superfood Holdings LLC	Project Juice	151 Montgomery St Ste 151	San Francisco	CA	94104	03/01/2019	03/15/2019	04/01/2019	03/15/2019						7220-7229	Food Services	Food Services	false	false				3	Financial District/South Beach		POINT (-122.402565 37.790757)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1259325-09-201-1106580	1259325-09-201	1106580	Hotbird Western Soma LLC	Hotbird	1355 Market St Ste 180	San Francisco	CA	94103	09/12/2019	02/28/2022	09/03/2020	02/28/2022						7220-7229	Food Services	Food Services	false	false	H24	RESTAURANT - UNDER 1,000 SQFT	RESTAURANT - UNDER 1,000 SQFT	6	South of Market		POINT (-122.4164835 37.777131)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1216107-03-191-1081148	1216107-03-191	1081148	Aramark Refreshment Services, LLC	Aramark Rfs At Salesforce	50 Fremont St Fl 40/41	SF	CA	94105	12/27/2017	06/08/2021	03/14/2019	06/08/2021						7220-7229	Food Services	Food Services	false	false				6	Financial District/South Beach		POINT (-122.3973765 37.790307)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1231863-08-191-1105817	1231863-08-191	1105817	Guang Hui Lei	None	1575 42nd Ave Ave	San Francisco	CA	94122	08/07/2019	02/10/2020	08/07/2019	02/10/2020						7220-7229	Food Services	Food Services	false	false				4	Sunset/Parkside		POINT (-122.501754 37.757358)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1283294-07-211-1108454	1283294-07-211	1108454	Galaxy Restaurants Catering Group, Lp	Cooley Llp 3 Embarcadero Ctr Fl 21	3 Embarcadero Ctr Fl 20	San Francisco	CA	94111	10/28/2019		07/30/2021	07/29/2021		4920 Westway Park Blvd Ste 150	Houston	77041	TX	7220-7229	Food Services	Food Services	false	false				6	Financial District/South Beach		POINT (-122.388432556 37.782079308)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1132435-01-171-1063568	1132435-01-171	1063568	Sjt Holdings, Inc	Mcdonald's	730 Stanyan St	San Francisco	CA	94117	01/08/2017		01/08/2017	03/29/2018		Po Box 117879	Burlingame	94011	CA	7220-7229	Food Services	Food Services	false	false				5	Haight Ashbury		POINT (-122.4530775 37.768752)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1199853-09-181-1092364	1199853-09-181	1092364	Nitty Gritty, LLC	Foghorn Taproom	450 Balboa St	San Francisco	CA	94118	09/06/2018		09/06/2018			450 Balboa St	San Francisco	94118	CA	7220-7229	Food Services	Food Services	false	false	H24	RESTAURANT - UNDER 1,000 SQFT	RESTAURANT - UNDER 1,000 SQFT	1	Inner Richmond		POINT (-122.463756 37.777464)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1184266-04-181-1086009	1184266-04-181	1086009	Ambrosia California Company, LLC	Ambrosia Catering Company	2948 Folsom St	San Francisco	CA	94110	04/05/2018	06/30/2021	04/05/2018	06/30/2021	***Administratively Closed					7220-7229	Food Services	Food Services	false	false				9	Mission		POINT (-122.414211 37.750176)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1215730-03-191-1099485	1215730-03-191	1099485	Sakchai Techarungchaikul	Vanda Siam Restaurant LLC	668 Sacramento St	San Francisco	CA	94111	03/01/2019	08/31/2020	03/01/2019	08/31/2020						7220-7229	Food Services	Food Services	false	false				3	Chinatown		POINT (-122.404095 37.79379)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1139285-03-171-1063910	1139285-03-171	1063910	Sharratt Endeavors Inc	Vitality Bowls	900 Folsom St Ste C	San Francisco	CA	94107	01/17/2017	01/14/2022	03/09/2017	09/27/2017						7220-7229	Food Services	Food Services	false	false				6	South of Market		POINT (-122.4041355 37.780155)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1146088-05-171-1067644	1146088-05-171	1067644	Bogurtlen Inc	Bogurtlen	3251 20th Ave 5507	San Francisco	CA	94132	03/24/2017	07/20/2017	05/10/2017	07/20/2017						7220-7229	Food Services	Food Services	false	false				7	Lakeshore		POINT (-122.4768375 37.728477)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1275187-04-211-1100582	1275187-04-211	1100582	Charlene Whitt	K8ter 2 You	103 Horne Ave	San Francisco	CA	94124	04/10/2019		04/20/2021			1819 Polk St 207 #	San Francisco	94109	CA	7220-7229	Food Services	Food Services	false	false				10	Bayview Hunters Point		POINT (-122.3656245 37.726596)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1250712-04-201-1106587	1250712-04-201	1106587	Superfoods Group LLC	Palmetto Superfoods	475 6th St Bldg	San Francisco	CA	94103	09/13/2019		04/17/2020	03/29/2021		291 3rd Ave	San Francisco	94118	CA	7220-7229	Food Services	Food Services	false	false				6	South of Market		POINT (-122.40293675 37.776398488)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1198566-08-181-1091784	1198566-08-181	1091784	Mehrdad Rahmani	Kabob Loverz	103 Horn Ave	San Francisco	CA	94124	08/21/2018	04/02/2019	08/21/2018	04/02/2019						7220-7229	Food Services	Food Services	false	false				10	Bayview Hunters Point		POINT (-122.364784349 37.727443008)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1304866-05-221-1109533	1304866-05-221	1109533	Spro Up LLC	Grand Coffee	2544 Mission St	San Francisco	CA	94110	12/09/2019		05/01/2022			2544 Mission St	San Francisco	94110	CA	7220-7229	Food Services	Food Services	false	false	H28	TAKE-OUT ESTABLISHMENT	TAKE-OUT ESTABLISHMENT	9	Mission		POINT (-122.419008 37.756359)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1199426-08-181-1092179	1199426-08-181	1092179	Completeats, LLC	Completeats, LLC	574 Valley St	San Francisco	CA	94131	08/26/2018	05/25/2023	08/27/2018	05/25/2023						7220-7229	Food Services	Food Services	false	false				8	Noe Valley		POINT (-122.4349245 37.744254)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1128537-11-161-1061695	1128537-11-161	1061695	Ocean Malasada Company	Ocean Malasada Company	2433 Quintara St	San Francisco	CA	94116	11/28/2016	08/01/2020	11/28/2016	08/01/2020						7220-7229	Food Services	Food Services	false	false	H99	COTTAGE FOOD OPERATONS - TIER B (INDIRECT SALES)	COTTAGE FOOD OPERATONS - TIER B (INDIRECT SALES)	4	Sunset/Parkside		POINT (-122.491701 37.747719)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1140613-03-171-1067544	1140613-03-171	1067544	139 Steuart LLC	Modernist	139 Steuart St	San Francisco	CA	94105	03/01/2016		04/01/2016			131 Steuart St 310 Ste	San Francisco	94105	CA	7220-7229	Food Services	Food Services	false	false	H25	RESTAURANT 1,000 - 2,000 SQFT	RESTAURANT 1,000 - 2,000 SQFT	6	Financial District/South Beach		POINT (-122.39254 37.79276)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1202970-10-181-1093861	1202970-10-181	1093861	Sombat LLC	Sha Thai Dessert Cafe	655 Larkin St	San Francisco	CA	94109	10/15/2018	10/15/2018	10/15/2018	10/15/2018						7220-7229	Food Services	Food Services	false	false				5	Tenderloin	Larkin Street	POINT (-122.417964 37.784061)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1203518-10-181-1094095	1203518-10-181	1094095	The Village Cafe, LLC	The Village Cafe, LLC	1426 Polk St	San Francisco	CA	94109	10/22/2018	05/03/2021	10/22/2018	05/03/2021						7220-7229	Food Services	Food Services	false	false	H24	RESTAURANT - UNDER 1,000 SQFT	RESTAURANT - UNDER 1,000 SQFT	3	Nob Hill	Lower Polk	POINT (-122.4203355 37.790073)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1229731-08-191-1104974	1229731-08-191	1104974	Shaoguang Situ	Uber	20 Maddux Ave	SF	CA	94124	08/01/2017	03/01/2021	08/01/2017	03/01/2021						7220-7229	Food Services	Food Services	false	false				10	Bayview Hunters Point		POINT (-122.3984745 37.734885)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1072993-05-161-1035558	1072993-05-161	1035558	Eega, Inc.	Montella Pizzeria	3161 24th St	San Francisco	CA	94110	05/23/2016	07/28/2017	05/23/2016	07/28/2017						7220-7229	Food Services	Food Services	false	false				9	Mission	Lower 24th Street	POINT (-122.41548 37.752201)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1170388-12-171-1080634	1170388-12-171	1080634	Huber Gamboa	La Canasta Produce	2097 Mission St	San Francisco	CA	94103	12/13/2017	12/13/2017	12/13/2017	12/13/2017						7220-7229	Food Services	Food Services	false	false				9	Mission		POINT (-122.419224 37.763676)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1231410-08-191-1105591	1231410-08-191	1105591	Foreign Objects LLC	Damn Fine	3410 Judah St	San Francisco	CA	94122	06/11/2019		08/16/2019	08/16/2019		1296 46th Ave	San Francisco	94122	CA	7220-7229	Food Services	Food Services	false	false				4	Sunset/Parkside		POINT (-122.49882 37.760994)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1241963-01-201-1100258	1241963-01-201	1100258	Matthew Jones	Avast Bakeshop	501 Buckingham Way	San Francisco	CA	94132	04/02/2019	09/01/2022	01/06/2020	01/08/2020						7220-7229	Food Services	Food Services	false	false				4	Lakeshore		POINT (-122.4788445 37.729764)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1154285-07-171-1071807	1154285-07-171	1071807	Dough Boyz Inc	Dough Boyz	1463 Haight St	San Francisco	CA	94117	06/13/2017		07/13/2017	07/27/2017		1463 Haight St	San Francisco	94117	CA	7220-7229	Food Services	Food Services	false	false				5	Haight Ashbury		POINT (-122.44644 37.769841)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1199296-08-181-1083945	1199296-08-181	1083945	Igor Puzanov	Eli's Smokehouse	3251 20th Ave	San Francisco	CA	94132	02/21/2018	06/30/2021	06/01/2018	06/30/2021	***Administratively Closed					7220-7229	Food Services	Food Services	false	false				7	Lakeshore		POINT (-122.4768375 37.728477)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1083225-07-161-1039691	1083225-07-161	1039691	Red's Java House Inc	Red's Java House Inc	30 Pier	San Francisco	CA	94133	07/01/2016		07/01/2016			30 Pier	San Francisco	94105	CA	7220-7229	Food Services	Food Services	false	false	H24	RESTAURANT - UNDER 1,000 SQFT	RESTAURANT - UNDER 1,000 SQFT	6	Financial District/South Beach		POINT (-122.387316005 37.787208011)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1197712-08-181-1082881	1197712-08-181	1082881	Malik Brothers LLC	Roti	1700 O Farrell	San Francisco	CA	94115	01/30/2018		08/10/2018			23684 Clawiter Rd	Hayward	94545	CA	7220-7229	Food Services	Food Services	false	false	H34	PUSHCARTS (RETAIL FOOD VEHICLE)	PUSHCARTS (RETAIL FOOD VEHICLE)	5	Western Addition		POINT (-122.432837246 37.783308481)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1260150-09-201-1091233	1260150-09-201	1091233	Pig In Pig Out, LLC	4505 Burgers And Bbq	705 Divisadero St	San Francisco	CA	94117	08/07/2018		08/07/2018			705 Divisadero St	San Francisco	94117	CA	7220-7229	Food Services	Food Services	false	false	H24	RESTAURANT - UNDER 1,000 SQFT	RESTAURANT - UNDER 1,000 SQFT	5	Hayes Valley		POINT (-122.438358 37.776168)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1162613-09-171-1076829	1162613-09-171	1076829	Creative Cooking Inc	Sugoi Sushi And Catering	1150 Valencia St	San Francisco	CA	94110	09/29/2017	06/30/2021	09/29/2017	05/01/2018						7220-7229	Food Services	Food Services	false	false				9	Mission		POINT (-122.4212085 37.754469)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1222298-05-191-1102144	1222298-05-191	1102144	A La Couch	A La Couch	1760 Cesar Chavez St L	San Francisco	CA	94124	05/20/2019		05/20/2019			1720 Clay St 10 Apt	San Francisco	94109	CA	7220-7229	Food Services	Food Services	false	false	H74	CATERER	CATERER	10	Bayview Hunters Point		POINT (-122.394915 37.750122)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1149926-06-171-1071666	1149926-06-171	1071666	Hollie Ashby	Small Wonder Baker	2850 Bush Street	San Francisco	CA	94115	06/09/2017	06/29/2022	06/09/2017	06/29/2022	***Administratively Closed					7220-7229	Food Services	Food Services	false	false				2	Presidio Heights		POINT (-122.444325 37.785933)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1223622-05-191-1102571	1223622-05-191	1102571	Dragoneats LLC	Dragoneats	555 Folsom St	San Francisco	CA	94105	05/30/2019		05/30/2019			650 Quintara St	San Francisco	94116	CA	7220-7229	Food Services	Food Services	false	false				6	Financial District/South Beach		POINT (-122.3954145 37.786401)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1254591-06-201-1115299	1254591-06-201	1115299	Experteas Corp	Happy Lemon	1320 4th St	San Francisco	CA	94158	07/01/2019		07/01/2019			1678 Alemany Blvd	San Francisco	94112	CA	7220-7229	Food Services	Food Services	false	false	H28	TAKE-OUT ESTABLISHMENT	TAKE-OUT ESTABLISHMENT	6	Mission Bay		POINT (-122.391441 37.771578)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1059106-03-161-1029013	1059106-03-161	1029013	Shelton Ryan	Merchant Roots	1200 32nd Ave	San Francisco	CA	94122	03/14/2016	01/01/2020	03/14/2016	12/12/2016						7220-7229	Food Services	Food Services	false	false				4	Sunset/Parkside		POINT (-122.490909 37.764684)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1193563-06-181-1084642	1193563-06-181	1084642	Saffa Home Foods, Inc.	Creperie Saint-Germain	1750 Cesar Chavez D	San Francisco	CA	94124	03/01/2018		06/28/2018	06/28/2018		29 S Knoll Rd	Mill Valley	94941	CA	7220-7229	Food Services	Food Services	false	false				10	Bayview Hunters Point		POINT (-122.394357062 37.749891347)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1308079-06-221-1108454	1308079-06-221	1108454	Galaxy Restaurants Catering Group, Lp	Constellation Culinary	900 Avenue D Ave	San Francisco	CA	94130	10/28/2019		06/21/2022			4920 Westway Park Blvd Ste 150	Houston	77041	TX	7220-7229	Food Services	Food Services	false	false	H74	CATERER	CATERER	6	Treasure Island		POINT (-122.37378997 37.825867797)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1212794-02-191-1098211	1212794-02-191	1098211	Yulia Kodinets Rodriguez	Sweets4treats	350 River Oaks Pkwy 1424	San Jose	CA	95134	02/12/2019	03/06/2019	02/12/2019	03/06/2019						7220-7229	Food Services	Food Services	false	false							POINT (-121.927358984 37.402896996)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1107953-08-161-1051745	1107953-08-161	1051745	Grubhub, Postmates	San Francisco	433 N Ellis St Rm 319	San Francisco	CA	94102	07/01/2016	06/30/2021	07/01/2016	06/30/2021	***Administratively Closed					7220-7229	Food Services	Food Services	false	false				5	Tenderloin		POINT (-122.413239 37.784529)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1149559-06-171-1071508	1149559-06-171	1071508	383 Brothers, Inc.	Barnzu	711 Geary St	San Francisco	CA	94109	03/01/2017		03/01/2017	02/23/2023		3112 El Sereno	Alameda	94502	CA	7220-7229	Food Services	Food Services	false	false	H24	RESTAURANT - UNDER 1,000 SQFT	RESTAURANT - UNDER 1,000 SQFT	5	Tenderloin		POINT (-122.4150075 37.786302)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1193691-06-181-1089631	1193691-06-181	1089631	Maria Siri	Piccolo Pete	2155 Bayshore Blvd	San Francisco	CA	94134	06/29/2018	08/01/2019	06/29/2018	08/01/2019						7220-7229	Food Services	Food Services	false	false				10	Bayview Hunters Point		POINT (-122.40081 37.712565)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1215614-03-191-1099427	1215614-03-191	1099427	Mobilize Love	Mobilize Love	3321 Vicente St	San Francisco	CA	94116	04/06/2017		04/06/2017	10/01/2020		1270 47th Ave	San Francisco	94122	CA	7220-7229	Food Services	Food Services	false	false				4	Sunset/Parkside		POINT (-122.5026585 37.737882)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1287328-09-211-1058595	1287328-09-211	1058595	Aedan LLC	Aedan Koji Cafe	613 York St	SF	CA	94110	09/29/2016		09/22/2021			3617 Wawona St	San Francisco	94116	CA	7220-7229	Food Services	Food Services	false	false	H25	RESTAURANT 1,000 - 2,000 SQFT	RESTAURANT 1,000 - 2,000 SQFT	9	Mission		POINT (-122.40882 37.761453)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1176835-01-181-1082664	1176835-01-181	1082664	Dandan Huang	Golden Coffee	901 Sutter St	San Francisco	CA	94112	01/24/2018	06/30/2024	01/24/2018	06/30/2024	***Administratively Closed					7220-7229	Food Services	Food Services	false	false				3	Nob Hill		POINT (-122.415347017 37.788160992)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1167763-11-171-1079292	1167763-11-171	1079292	Jose Anyarin	Los 2 Cuates	7344 Weld St Apt C	Oakland	CA	94621	11/17/2017	06/30/2021	11/17/2017	06/30/2021	***Administratively Closed					7220-7229	Food Services	Food Services	false	false							POINT (-122.181071985 37.762072989)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1140647-03-171-1067556	1140647-03-171	1067556	Mo'z Cafe S.F., Inc	Mo'z Cafe S.F.,Inc	5 Masonic Ave	San Francisco	CA	94118	03/22/2017	11/01/2020	03/22/2017	11/01/2020						7220-7229	Food Services	Food Services	false	false				2	Lone Mountain/USF		POINT (-122.4480285 37.78209)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1231988-08-191-1101673	1231988-08-191	1101673	Superfine Kitchen LLC	Bleu Ribbon Culinary LLC	1661 Tennessee St 30	San Francisco	CA	94107	05/01/2019		05/01/2019	03/04/2020		235 Montgomery St Fl 26	San Francisco	94104	CA	7220-7229	Food Services	Food Services	false	false				10	Bayview Hunters Point		POINT (-122.388138 37.75095)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1138564-03-171-1061817	1138564-03-171	1061817	Qia Sr San Francisco Operating LLC	St. Regis Hotel San Francisco Employee Cafeteria	125 3rd St	San Francisco	CA	94103	12/01/2016		12/01/2016			125 3rd St	San Francisco	94103	CA	7220-7229	Food Services	Food Services	false	false	D29 H85	Multiple	USE OF REFRIGERATION EQUIPMENT; EMPLOYEE CAFETERIA LIMITED FOOD PREP	6	Financial District/South Beach		POINT (-122.401467 37.786041)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1123497-10-161-1059420	1123497-10-161	1059420	Entourage Sf Corporation	Sno-Crave Tea House	1181 Ocean Ave	San Francisco	CA	94112	10/11/2016	12/31/2021	10/11/2016	10/11/2016						7220-7229	Food Services	Food Services	false	false				11	Oceanview/Merced/Ingleside	Ocean Ave	POINT (-122.454819 37.723464)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1188243-05-181-1064080	1188243-05-181	1064080	Mix And Mac Foods	Mac'd	2127 Polk St	San Francisco	CA	94109	01/19/2017		05/14/2018			1934 46th Ave	San Francisco	94116	CA	7220-7229	Food Services	Food Services	false	false	H25	RESTAURANT 1,000 - 2,000 SQFT	RESTAURANT 1,000 - 2,000 SQFT	3	Russian Hill		POINT (-122.422131 37.796211)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1229623-08-191-1104933	1229623-08-191	1104933	Glaze Chestnut One LLC	Glaze Teriyaki	2095 Chestnut St	San Francisco	CA	94123	05/29/2019		05/29/2019			0000 Undeliverable Mail	San Francisco	99999	CA	7220-7229	Food Services	Food Services	false	false	H24	RESTAURANT - UNDER 1,000 SQFT	RESTAURANT - UNDER 1,000 SQFT	2	Marina		POINT (-122.4375885 37.800522)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1261862-10-201-1118181	1261862-10-201	1118181	Jamie Bell	Sf Dipped	1205 Bayside Dr Unit C	San Francisco	CA	94130	07/25/2019	06/30/2024	07/25/2019	06/30/2024	***Administratively Closed					7220-7229	Food Services	Food Services	false	false				6	Treasure Island		POINT (-122.3772345 37.829988)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1217808-04-191-1100342	1217808-04-191	1100342	Tellueat LLC	Green Bamboo	1240 Noriega St	San Francisco	CA	94122	04/03/2019		04/03/2019	12/31/2019		443 Madrid St	San Francisco	94112	CA	7220-7229	Food Services	Food Services	false	false				4	Sunset/Parkside	Noriega	POINT (-122.4771255 37.754451)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1248772-03-201-1082620	1248772-03-201	1082620	Wezy Hospitality LLC	Wezy	6270 Overland Ave	Emeryville	CA	94608	01/23/2018	03/17/2020	02/01/2020	03/17/2020						7220-7229	Food Services	Food Services	false	false							POINT (-122.292756989 37.843034001)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1186268-04-181-1086879	1186268-04-181	1086879	Hks Ohana LLC	Ushitaro	Sloat Blvd Ste 189	San Francisco	CA	94132	04/25/2018		04/25/2018	04/26/2018		1382 9th Ave	San Francisco	94122	CA	7220-7229	Food Services	Food Services	false	false				7	West of Twin Peaks		POINT (-122.47158 37.73474)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1232984-09-191-1102472	1232984-09-191	1102472	Lasino Inc	Noobowl	845 Market St Ste Fe9	San Francisco	CA	94103	05/28/2019	12/31/2024	09/04/2019	12/31/2024						7220-7229	Food Services	Food Services	false	false	H24	RESTAURANT - UNDER 1,000 SQFT	RESTAURANT - UNDER 1,000 SQFT	6	South of Market		POINT (-122.406156 37.784106)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1209520-01-191-1096772	1209520-01-191	1096772	Lobsterdamus Inc.	Lobsterdamus	7372 Walnut Ave Ste R	Buena Park	CA	90620	01/10/2019	03/16/2020	01/10/2019	03/16/2020						7220-7229	Food Services	Food Services	false	false							POINT (-118.004228984 33.856637983)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1309382-07-221-1057534	1309382-07-221	1057534	Fresca Gardens Inc	Sorrento Catering	121 Brodin Way	Walnut Creek	CA	94598	09/16/2016		07/01/2022			121 Brodia Way	Walnut Creek	94598	CA	7220-7229	Food Services	Food Services	false	false							POINT (-122.030088008 37.906444984)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1089802-08-161-1042714	1089802-08-161	1042714	800 Larkin L.L.C	800 Larkin L.L.C.	800 Larkin St	San Francisco	CA	94112	08/16/2016	03/25/2023	08/16/2016	03/25/2023						7220-7229	Food Services	Food Services	false	false	P54	LIMITED LIVE PERFORMANCE	LIMITED LIVE PERFORMANCE	5	Tenderloin	Larkin Street	POINT (-122.417658997 37.785370991)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
1144011-04-171-1069160	1144011-04-171	1069160	Saeid Mike Shahindoust	Comercial Kitchen	110 Hunters Point Shipyard Bldg 110	San Francisco	CA	94188	04/25/2017	12/19/2018	04/25/2017	10/09/2017						7220-7229	Food Services	Food Services	false	false				10	Bayview Hunters Point		POINT (-122.36969 37.72865)	2025/03/10 12:00:00 AM	2025/03/10 04:12:00 AM
